"date","year","doy","zona","LAI","P30","P60","T2m_C","GDA","SM_sup","SM_root","Rad7","Rad30","LAI_max_zy","LAI_norm","LAI_hayedo","LAI_hayedo_norm","LAI_hayedo_anom","GDA2","LAI_norm_clim_A","LAI_norm_res_A","LAI_clim_A","LAI_res_A"
2018-10-16,2018,288,"hayedo_cercano",1.97452362789091,73.3337415975873,116.18819239419,13.5262627375701,2102.09424162331,0.370676190598206,0.372921489319711,11.0881321302785,437.36931511191,3.74972008230288,0.526578940441406,2.20740886145128,0.542401005677314,0.0187042884935092,4418800.20066589,0.403554991528405,0.123023948913001,1.51321825604763,0.461305371843282
2018-10-21,2018,293,"hayedo_cercano",1.79442500223039,74.7500333909344,121.521094564183,15.5947924743909,2148.68054915295,0.357851300349525,0.355668647234295,9.45283370979335,392.838704872916,3.74972008230288,0.478549055087961,1.9629957207651,0.482344196255167,-0.011299501389174,4616828.10230821,0.384345317586432,0.0942037375015286,1.44118735589292,0.35323764633747
2019-04-29,2019,118,"hayedo_cercano",1.9704607594598,NA,NA,10.5606155139596,122.354707070917,0.355307766976346,0.362469882085388,17.6310673135669,NA,4.56500643610816,0.431644683756391,2.08068214229817,0.430607222976634,-0.163782580138942,14970.6743424099,NA,NA,NA,NA
2019-05-14,2019,133,"hayedo_cercano",3.82041104822477,79.2164070590295,NA,12.5762443406527,209.301629305187,0.316105098844324,0.325505190675364,21.5147694573226,579.911311371069,4.56500643610816,0.836890615970701,4.08609681518911,0.84563747947528,0.0547835566763841,43807.1720298058,NA,NA,NA,NA
2019-06-08,2019,158,"hayedo_cercano",4.56500643610816,125.787807012474,212.015755645404,12.6314681814902,401.078054744794,0.371703673708614,0.371765248680515,22.8515336136568,626.226472050314,4.56500643610816,1,4.71176049599498,0.975121601356377,0.00630845011133496,160863.605997868,0.981204019634338,0.0187959803656621,4.47920266476595,0.08580377134221
2019-06-18,2019,168,"hayedo_cercano",4.36524474181738,83.4035103848985,198.141200995485,21.1711993931225,489.868913187473,0.325773768954807,0.339174927905421,24.1967175274034,638.982424886792,4.56500643610816,0.956240654402871,4.55349020007182,0.942366798870359,-0.0400729429679079,239971.552107475,0.93321355787282,0.023027096530051,4.26012589795282,0.105118843864567
2019-06-28,2019,178,"hayedo_cercano",4.20928862625204,85.1165319625222,198.665882135999,21.583988296061,638.909696835694,0.282834210985612,0.304947211807379,26.092605737646,694.32670391195,4.56500643610816,0.922077259948096,4.46429481267128,0.923907382465483,-0.0459812814103323,408205.600710678,0.912571385518036,0.0095058744300599,4.16589424829798,0.0433943779540593
2019-08-07,2019,218,"hayedo_cercano",3.33516269478807,90.4632418769249,175.7451322976,20.2114671175335,1204.24414085772,0.3555648671756,0.334220368907137,18.8761522722372,632.648635767296,4.56500643610816,0.730593207581853,3.24559641077322,0.671691859575594,-0.145234027074826,1450203.95079016,0.726510022831158,0.00408318475069558,3.31652293012132,0.018639764666744
2019-08-17,2019,228,"hayedo_cercano",3.46602364977396,86.7594306660784,170.733701072548,20.7290645039557,1337.81848946738,0.294518504752553,0.304594109893095,21.0546094249775,601.534942,4.56500643610816,0.759259312836561,3.73673791696324,0.773335967423539,-0.00778987215106108,1789758.31076077,0.702262020441436,0.0569972923951254,3.20583064314948,0.260193006624486
2019-08-22,2019,233,"hayedo_cercano",3.26649597466792,100.5549701793,161.660342706774,17.0320208511513,1396.01628585112,0.322222475735646,0.316820050185581,20.2325772614555,575.509628150943,4.56500643610816,0.715551230953516,3.50824530578931,0.726048317489843,-0.0384324137239326,1948861.47036155,0.662019750876137,0.0535314800773788,3.02212442358029,0.24437155108763
2019-09-26,2019,268,"hayedo_cercano",2.54130032721102,36.0759980335457,114.186208913392,16.5980354828905,1833.78221853005,0.284050965459092,0.262647763738092,13.4163762682502,494.805218972091,4.56500643610816,0.556691510248465,2.77875732870441,0.575077255826183,-0.0576426328713612,3362757.22499698,0.542518375173872,0.0141731350745934,2.47659987437567,0.0647004528353494
2019-10-11,2019,283,"hayedo_cercano",2.27509952819909,30.6242539011543,77.1491778194425,17.5451928808505,1990.51149836607,0.261511538763466,0.249816888533298,12.7028904868283,420.839798173128,4.56500643610816,0.498378164421318,2.47636522187933,0.512495748193221,-0.0404678556340795,3962136.02512752,0.45225566496418,0.0461224994571384,2.06455002132786,0.210549506871232
2019-10-26,2019,298,"hayedo_cercano",1.97548686299197,145.25836635609,181.334364389636,13.7747783444963,2117.17606929244,0.380998699420153,0.386855529789155,8.23442655705301,334.640265119276,4.56500643610816,0.432745690644885,2.22011279734617,0.45946307075246,-0.00367100886770882,4482434.50838457,0.52042973092944,-0.0876840402845555,2.37576507123493,-0.400278208242963
2020-05-18,2020,138,"hayedo_cercano",3.75089198621224,135.766863739126,NA,12.3246523603204,368.821347633699,0.371627455737356,0.381609986163285,15.6918223629829,496.367973924528,3.79325422198672,0.988832218117906,3.91888888638914,0.970572468793484,0.127613511402101,136029.186470338,NA,NA,NA,NA
